root_id,nt_type,flow,super_class,class,sub_class,cell_type,hemilineage,nerve,side,input_synapses,output_synapses,Syn
720575940623613149,,,,,,,,,,0,0,5
720575940622389640,,,,,,,,,,0,0,5
720575940635342236,,,,,,,,,,0,0,5
720575940625893507,,,,,,,,,,0,0,5
720575940612441025,,,,,,,,,,8,0,5
720575940631154396,,,,,,,,,,0,0,5
720575940626743495,,,,,,,,,,0,0,5
720575940617651829,,,,,,,,,,633,0,5
720575940642272456,,,,,,,,,,0,0,5
720575940642652104,,,,,,,,,,0,0,5
720575940620324079,,,,,,,,,,4115,0,5
720575940618775943,,,,,,,,,,475,0,5
720575940408424242,,,,,,,,,,5,0,5
720575940618685119,,,,,,,,,,14,0,5
720575940605772884,,,,,,,,,,20,1,5
720575940632518348,,,,,,,,,,0,0,5
720575940644639342,,,,,,,,,,0,0,5
720575940620716897,,,,,,,,,,1986,0,5
720575940618447514,,,,,,,,,,12,0,5
720575940619820368,,,,,,,,,,1268,0,5
720575940632862177,,,,,,,,,,0,0,5
720575940620823401,,,,,,,,,,6,0,5
720575940580770772,,,,,,,,,,13,0,4
720575940624687850,,,,,,,,,,0,0,4
720575940611981869,,,,,,,,,,50,38,4
720575940624452548,,,,,,,,,,0,0,4
720575940610319380,,,,,,,,,,7,0,4
720575940606762910,,,,,,,,,,4,0,4
720575940626435212,,,,,,,,,,0,0,4
720575940397379896,,,,,,,,,,4,0,4
720575940451992050,,,,,,,,,,4,0,4
720575940617724494,,,,,,,,,,4,0,4
720575940380349227,,,,,,,,,,4,0,4
720575940654607265,,,,,,,,,,0,0,4
720575940416963968,,,,,,,,,,5,0,4
720575940618008859,,,,,,,,,,7585,0,4
720575940612711958,,,,,,,,,,1013,3822,4
720575940595903380,,,,,,,,,,8,0,4
720575940615818757,,,,,,,,,,5,0,4
720575940633592776,,,,,,,,,,0,0,4
720575940625934094,,,,,,,,,,0,0,4
720575940610558072,,,,,,,,,,1458,2258,4
720575940585874663,,,,,,,,,,6,0,4
720575940542172001,,,,,,,,,,4,1,4
720575940627446090,,,,,,,,,,0,0,4
720575940626191635,,,,,,,,,,0,0,4
720575940626196732,,,,,,,,,,0,0,4
720575940627486485,,,,,,,,,,0,0,4
720575940396620128,,,,,,,,,,4,0,4
720575940385135396,,,,,,,,,,4,0,4
720575940603322422,,,,,,,,,,8,1,4
720575940612275298,,,,,,,,,,1323,3892,4
720575940644574243,,,,,,,,,,0,0,4
720575940627579276,,,,,,,,,,0,0,4
720575940627344012,,,,,,,,,,0,0,4
720575940607802012,,,,,,,,,,4,0,4
720575940625513360,,,,,,,,,,0,0,4
720575940554736585,,,,,,,,,,5,0,4
720575940618509865,,,,,,,,,,11,0,4
720575940607164180,,,,,,,,,,4,0,4
720575940625048250,,,,,,,,,,0,0,4
720575940614812319,,,,,,,,,,972,0,4
720575940612677142,,,,,,,,,,1851,2958,4
720575940609978866,,,,,,,,,,476,1285,4
720575940622095228,,,,,,,,,,0,0,4
720575940613364199,,,,,,,,,,16,0,4
720575940592917875,,,,,,,,,,5,0,4
720575940621980329,,,,,,,,,,0,0,4
720575940621164720,,,,,,,,,,17049,0,4
720575940601229838,,,,,,,,,,14,0,4
720575940586950257,,,,,,,,,,7,0,4
720575940628455942,,,,,,,,,,0,0,4
720575940628572815,,,,,,,,,,0,0,4
720575940628734376,,,,,,,,,,0,0,4
720575940615604062,,,,,,,,,,4,0,4
720575940582622393,,,,,,,,,,7,0,4
720575940490508984,,,,,,,,,,6,0,4
720575940607907849,,,,,,,,,,186,1033,4
720575940588859882,,,,,,,,,,5,0,4
720575940595726657,,,,,,,,,,7,0,4
720575940609077828,,,,,,,,,,1046,2266,4
720575940622236365,,,,,,,,,,0,0,4
720575940380025429,,,,,,,,,,9,0,4
720575940441366915,,,,,,,,,,6,0,4
720575940613104359,,,,,,,,,,5,0,4
720575940623229432,,,,,,,,,,0,0,4
720575940621011376,,,,,,,,,,788,0,4
720575940612984643,,,,,,,,,,4,0,4
720575940632793369,,,,,,,,,,0,0,4
720575940615799308,,,,,,,,,,4459,0,4
720575940404945591,,,,,,,,,,4,0,4
720575940638981053,,,,,,,,,,0,0,4
720575940621398292,,,,,,,,,,657,0,4
720575940615059240,,,,,,,,,,2417,0,4
720575940629440006,,,,,,,,,,0,0,4
720575940622539411,,,,,,,,,,0,0,4
720575940630024307,,,,,,,,,,0,0,3
720575940608168028,,,,,,,,,,440,351,3
720575940448388166,,,,,,,,,,3,0,3
720575940490396856,,,,,,,,,,3,0,3
720575940499016047,,,,,,,,,,6,0,3
720575940627144069,,,,,,,,,,0,0,3
720575940611402059,,,,,,,,,,6,0,3
720575940588700023,,,,,,,,,,4,0,3
720575940588123930,,,,,,,,,,5,5,3
720575940588125978,,,,,,,,,,4,0,3
720575940608458476,,,,,,,,,,7,1,3
720575940630530575,,,,,,,,,,0,0,3
720575940608140380,,,,,,,,,,4537,4290,3
720575940611287978,,,,,,,,,,523,1215,3
720575940607447491,,,,,,,,,,1386,3641,3
720575940626813324,,,,,,,,,,0,0,3
720575940610209378,,,,,,,,,,3251,4224,3
720575940490433464,,,,,,,,,,3,0,3
720575940629735394,,,,,,,,,,0,0,3
720575940607805596,,,,,,,,,,4,0,3
720575940588117274,,,,,,,,,,3,0,3
720575940608458220,,,,,,,,,,3,0,3
720575940628238023,,,,,,,,,,0,0,3
720575940629856515,,,,,,,,,,0,0,3
720575940607806364,,,,,,,,,,11,0,3
720575940607807388,,,,,,,,,,5,0,3
720575940607808156,,,,,,,,,,4,0,3
720575940609223404,,,,,,,,,,11,19,3
720575940607166484,,,,,,,,,,9,0,3
720575940610319892,,,,,,,,,,9,0,3
720575940610964946,,,,,,,,,,11749,12130,3
720575940441373059,,,,,,,,,,5,0,3
720575940588119578,,,,,,,,,,9,0,3
720575940586950001,,,,,,,,,,4,0,3
720575940586314283,,,,,,,,,,3,0,3
720575940496281531,,,,,,,,,,3,0,3
720575940556623711,,,,,,,,,,3,0,3
720575940490481848,,,,,,,,,,3,0,3
720575940658863489,,,,,,,,,,0,0,3
720575940586240188,,,,,,,,,,5,0,3
720575940422496045,,,,,,,,,,3,0,3
720575940416984448,,,,,,,,,,4,0,3
720575940581053991,,,,,,,,,,3,0,3
720575940581057575,,,,,,,,,,4,0,3
720575940620027515,,,,,,,,,,8609,0,3
720575940521088818,,,,,,,,,,4,0,3
720575940577637910,,,,,,,,,,5,0,3
720575940404950967,,,,,,,,,,3,0,3
720575940620428225,,,,,,,,,,910,0,3
720575940620538357,,,,,,,,,,6,0,3
720575940417812586,,,,,,,,,,3,0,3
720575940620584497,,,,,,,,,,611,0,3
720575940615603806,,,,,,,,,,3,0,3
720575940620599797,,,,,,,,,,4,0,3
720575940615314782,,,,,,,,,,4,0,3
720575940518096170,,,,,,,,,,3,0,3
720575940615166111,,,,,,,,,,7626,0,3
720575940615138448,,,,,,,,,,11,0,3
720575940515868539,,,,,,,,,,6,0,3
720575940620826729,,,,,,,,,,6,0,3
720575940416978048,,,,,,,,,,3,0,3
720575940416969856,,,,,,,,,,3,0,3
720575940543261890,,,,,,,,,,3,0,3
720575940617725262,,,,,,,,,,4,0,3
720575940617893454,,,,,,,,,,3,0,3
720575940617889358,,,,,,,,,,4,0,3
720575940617886030,,,,,,,,,,12,0,3
720575940410158281,,,,,,,,,,3,0,3
720575940579227488,,,,,,,,,,3,0,3
720575940410142153,,,,,,,,,,4,0,3
720575940618301651,,,,,,,,,,8,0,3
720575940578278603,,,,,,,,,,5,1,3
720575940618387354,,,,,,,,,,15,0,3
720575940580756692,,,,,,,,,,5,0,3
720575940617720142,,,,,,,,,,3,0,3
720575940618428570,,,,,,,,,,3,0,3
720575940542176865,,,,,,,,,,3,0,3
720575940618442650,,,,,,,,,,4,0,3
720575940617387732,,,,,,,,,,2337,0,3
720575940616972622,,,,,,,,,,17,0,3
720575940618521385,,,,,,,,,,22,0,3
720575940616947461,,,,,,,,,,4,0,3
720575940620919905,,,,,,,,,,1648,0,3
720575940621111687,,,,,,,,,,627,0,3
720575940626620568,,,,,,,,,,0,0,3
720575940621242589,,,,,,,,,,99,0,3
720575940572455272,,,,,,,,,,3,0,3
720575940612543021,,,,,,,,,,3,0,3
720575940624206121,,,,,,,,,,0,0,3
720575940612422696,,,,,,,,,,1049,6311,3
720575940624992007,,,,,,,,,,0,0,3
720575940508808589,,,,,,,,,,3,0,3
720575940508806797,,,,,,,,,,4,0,3
720575940586001639,,,,,,,,,,4,0,3
720575940625703824,,,,,,,,,,0,0,3
720575940625731980,,,,,,,,,,0,0,3
720575940554761417,,,,,,,,,,3,0,3
720575940625804819,,,,,,,,,,0,0,3
720575940586185003,,,,,,,,,,3,0,3
720575940554790345,,,,,,,,,,4,0,3
720575940611989441,,,,,,,,,,15,0,3
720575940611958442,,,,,,,,,,620,3971,3
720575940611846520,,,,,,,,,,1593,5787,3
720575940569784992,,,,,,,,,,4,0,3
720575940611812050,,,,,,,,,,1962,9748,3
720575940572456040,,,,,,,,,,5,0,3
720575940585866471,,,,,,,,,,3,1,3
720575940509506861,,,,,,,,,,3,0,3
720575940621895249,,,,,,,,,,0,0,3
720575940614074087,,,,,,,,,,9,7,3
720575940514863490,,,,,,,,,,3,0,3
720575940614005223,,,,,,,,,,3,0,3
720575940613795247,,,,,,,,,,17,1,3
720575940514311998,,,,,,,,,,3,0,3
720575940613678263,,,,,,,,,,12,0,3
720575940575895656,,,,,,,,,,3,0,3
720575940621811182,,,,,,,,,,0,0,3
720575940621901393,,,,,,,,,,0,0,3
720575940612983875,,,,,,,,,,3,0,3
720575940613367015,,,,,,,,,,6,0,3
720575940575790899,,,,,,,,,,3,0,3
720575940613211918,,,,,,,,,,4,0,3
720575940575740121,,,,,,,,,,5,0,3
720575940575697625,,,,,,,,,,4,0,3
720575940622910989,,,,,,,,,,0,0,3
720575940583693236,,,,,,,,,,3,0,3
720575940612985923,,,,,,,,,,3,0,3
720575940612933620,,,,,,,,,,5,0,3
720575940410497335,,,,,,,,,,3,0,3
720575940600659832,,,,,,,,,,8,1,3
720575940637824291,,,,,,,,,,0,0,3
720575940588954858,,,,,,,,,,7,0,3
720575940635478836,,,,,,,,,,0,0,3
720575940379971963,,,,,,,,,,7,0,3
720575940603319862,,,,,,,,,,7,0,3
720575940600430768,,,,,,,,,,6,0,3
720575940379961941,,,,,,,,,,4,0,3
720575940381002570,,,,,,,,,,5,0,3
720575940642592416,,,,,,,,,,0,0,3
720575940382397438,,,,,,,,,,3,0,3
720575940593473309,,,,,,,,,,3,0,3
720575940451776578,,,,,,,,,,3,0,3
720575940592845331,,,,,,,,,,3,0,3
720575940591590579,,,,,,,,,,3,1,3
720575940596307622,,,,,,,,,,9,0,3
720575940633108864,,,,,,,,,,0,0,3
720575940633107328,,,,,,,,,,0,0,3
720575940561881387,,,,,,,,,,3,0,3
720575940633057762,,,,,,,,,,0,0,3
720575940480175548,,,,,,,,,,3,0,3
720575940602941648,,,,,,,,,,3,0,3
720575940601273285,,,,,,,,,,3,0,3
720575940379918715,,,,,,,,,,6,0,3
720575940450287325,,,,,,,,,,3,0,3
720575940600432304,,,,,,,,,,7,0,3
720575940591095268,,,,,,,,,,3,1,3
720575940634893419,,,,,,,,,,0,0,3
720575940594798919,,,,,,,,,,3,0,3
720575940381196046,,,,,,,,,,3,0,3
720575940634139799,,,,,,,,,,0,0,3
720575940600750105,,,,,,,,,,3,0,3
720575940590398226,,,,,,,,,,4,1,3
720575940600969148,,,,,,,,,,7,0,3
720575940590277288,,,,,,,,,,3,0,3
720575940600974524,,,,,,,,,,6,0,3
720575940604491546,,,,,,,,,,3,0,3
720575940600510328,,,,,,,,,,5,1,3
720575940594571839,,,,,,,,,,3,0,3
720575940454535280,,,,,,,,,,3,0,3
720575940594402386,,,,,,,,,,8,0,3
720575940589905619,,,,,,,,,,3,0,3
720575940633604296,,,,,,,,,,0,0,3
720575940604861356,,,,,,,,,,317,234,3
720575940603542355,,,,,,,,,,4,0,3
720575940601202629,,,,,,,,,,4,0,3
720575940600443568,,,,,,,,,,4,0,3
720575940603541587,,,,,,,,,,3,0,3
720575940605327956,,,,,,,,,,3,0,3
720575940635640312,,,,,,,,,,0,0,3
720575940564584058,,,,,,,,,,3,0,3
720575940636111907,,,,,,,,,,0,0,3
720575940601434791,,,,,,,,,,19,8,3
720575940448767671,,,,,,,,,,5,0,3
720575940636100899,,,,,,,,,,0,0,3
720575940647945012,,,,,,,,,,0,0,3
720575940648680580,,,,,,,,,,0,0,3
720575940631745367,,,,,,,,,,0,0,3
720575940448760247,,,,,,,,,,3,0,3
720575940636110627,,,,,,,,,,0,0,3
720575940588739959,,,,,,,,,,6,0,3
720575940592546538,,,,,,,,,,3,0,3
720575940632079943,,,,,,,,,,0,0,3
720575940380264276,,,,,,,,,,4,0,3
720575940452948797,,,,,,,,,,5,0,3
720575940601458934,,,,,,,,,,4,0,3
720575940379795528,,,,,,,,,,3,0,3
720575940479053814,,,,,,,,,,5,0,3
720575940601464566,,,,,,,,,,5,0,3
720575940601465846,,,,,,,,,,3,0,3
720575940588708215,,,,,,,,,,4,0,3
720575940451978738,,,,,,,,,,4,0,3
720575940637934308,,,,,,,,,,0,0,3
720575940598624113,,,,,,,,,,9,0,3
720575940632362258,,,,,,,,,,0,0,3
720575940632139603,,,,,,,,,,0,0,3
720575940613292993,,,,,,,,,,3,6,2
720575940430521807,,,,,,,,,,2,0,2
720575940614064108,,,,,,,,,,6,0,2
720575940601000339,,,,,,,,,,2,0,2
720575940453978938,,,,,,,,,,2,0,2
720575940581866507,,,,,,,,,,5,0,2
720575940581867275,,,,,,,,,,5,0,2
720575940422566677,,,,,,,,,,2,0,2
720575940583867005,,,,,,,,,,3,0,2
720575940476618513,,,,,,,,,,2,0,2
720575940423030541,,,,,,,,,,3,0,2
720575940612992579,,,,,,,,,,2,0,2
720575940613019176,,,,,,,,,,105,28,2
720575940428813136,,,,,,,,,,2,0,2
720575940601193410,,,,,,,,,,6,0,2
720575940613911014,,,,,,,,,,3,0,2
720575940514332222,,,,,,,,,,2,0,2
720575940593698074,,,,,,,,,,3,0,2
720575940601197509,,,,,,,,,,6,0,2
720575940601199813,,,,,,,,,,2,0,2
720575940478519257,,,,,,,,,,2,0,2
720575940601200837,,,,,,,,,,2,0,2
720575940422543149,,,,,,,,,,2,0,2
720575940453986618,,,,,,,,,,3,0,2
720575940430509263,,,,,,,,,,3,0,2
720575940582884842,,,,,,,,,,3,0,2
720575940454040634,,,,,,,,,,2,1,2
720575940454035258,,,,,,,,,,2,0,2
720575940583873460,,,,,,,,,,2,0,2
720575940592789110,,,,,,,,,,3,0,2
720575940428819280,,,,,,,,,,2,0,2
720575940476493915,,,,,,,,,,4,0,2
720575940614619282,,,,,,,,,,4014,9679,2
720575940476521819,,,,,,,,,,3,0,2
720575940600965308,,,,,,,,,,5,0,2
720575940454019130,,,,,,,,,,2,0,2
720575940428818000,,,,,,,,,,4,0,2
720575940511957992,,,,,,,,,,2,0,2
720575940612985667,,,,,,,,,,2,0,2
720575940454009914,,,,,,,,,,2,0,2
720575940581830280,,,,,,,,,,2,0,2
720575940476565339,,,,,,,,,,3,0,2
720575940430849263,,,,,,,,,,2,0,2
720575940613143613,,,,,,,,,,3,0,2
720575940422517549,,,,,,,,,,2,0,2
720575940453989690,,,,,,,,,,2,0,2
720575940601459190,,,,,,,,,,3,0,2
720575940581838472,,,,,,,,,,2,0,2
720575940601202117,,,,,,,,,,3,0,2
720575940428828240,,,,,,,,,,2,0,2
720575940613073895,,,,,,,,,,30,7,2
720575940613509559,,,,,,,,,,6,0,2
720575940613437111,,,,,,,,,,15,1,2
720575940613107431,,,,,,,,,,2,0,2
720575940613107943,,,,,,,,,,5,0,2
720575940514272318,,,,,,,,,,2,0,2
720575940593480697,,,,,,,,,,2,0,2
720575940613411521,,,,,,,,,,11,0,2
720575940582856981,,,,,,,,,,3,0,2
720575940601306535,,,,,,,,,,3,0,2
720575940614705810,,,,,,,,,,1842,6560,2
720575940428107374,,,,,,,,,,2,0,2
720575940478604550,,,,,,,,,,4,0,2
720575940601230789,,,,,,,,,,13,0,2
720575940428831824,,,,,,,,,,2,0,2
720575940613361127,,,,,,,,,,74,17,2
720575940478599174,,,,,,,,,,2,0,2
720575940613212430,,,,,,,,,,2,0,2
720575940613355239,,,,,,,,,,4,0,2
720575940613212686,,,,,,,,,,3,0,2
720575940428836176,,,,,,,,,,2,0,2
720575940613227495,,,,,,,,,,3,0,2
720575940582903274,,,,,,,,,,2,0,2
720575940426161654,,,,,,,,,,3,0,2
720575940426158582,,,,,,,,,,4,0,2
720575940582876138,,,,,,,,,,3,0,2
720575940478608390,,,,,,,,,,3,0,2
720575940512007144,,,,,,,,,,2,1,2
720575940430488783,,,,,,,,,,4,0,2
720575940613584823,,,,,,,,,,2,0,2
720575940583561964,,,,,,,,,,2,0,2
720575940426127350,,,,,,,,,,3,0,2
720575940613583001,,,,,,,,,,87037,135859,2
720575940613581495,,,,,,,,,,2,0,2
720575940601203397,,,,,,,,,,2,0,2
720575940452958013,,,,,,,,,,2,0,2
720575940601276357,,,,,,,,,,3,0,2
720575940601203909,,,,,,,,,,2,0,2
720575940582710037,,,,,,,,,,3,0,2
720575940613562039,,,,,,,,,,6,0,2
720575940613552425,,,,,,,,,,13,0,2
720575940613104103,,,,,,,,,,2,0,2
720575940613202151,,,,,,,,,,7,0,2
720575940582716693,,,,,,,,,,2,0,2
720575940428804432,,,,,,,,,,3,0,2
720575940613522026,,,,,,,,,,2381,6942,2
720575940613106407,,,,,,,,,,2,0,2
720575940428801104,,,,,,,,,,2,0,2
720575940428825936,,,,,,,,,,2,0,2
720575940448432454,,,,,,,,,,2,1,2
720575940594792007,,,,,,,,,,3,0,2
720575940528419277,,,,,,,,,,2,1,2
720575940616886301,,,,,,,,,,909,0,2
720575940616946845,,,,,,,,,,19,0,2
720575940599203441,,,,,,,,,,3,0,2
720575940599202417,,,,,,,,,,4,0,2
720575940599201905,,,,,,,,,,3,0,2
720575940599148808,,,,,,,,,,4,0,2
720575940599148552,,,,,,,,,,2,0,2
720575940596003732,,,,,,,,,,2,0,2
720575940470383820,,,,,,,,,,2,0,2
720575940460277714,,,,,,,,,,2,0,2
720575940536743217,,,,,,,,,,3,0,2
720575940599102577,,,,,,,,,,18,2,2
720575940598634097,,,,,,,,,,3,0,2
720575940597798189,,,,,,,,,,2,0,2
720575940416018461,,,,,,,,,,2,0,2
720575940528398285,,,,,,,,,,2,0,2
720575940528394445,,,,,,,,,,3,0,2
720575940579696991,,,,,,,,,,2,0,2
720575940416029213,,,,,,,,,,2,0,2
720575940416036893,,,,,,,,,,2,0,2
720575940416049181,,,,,,,,,,2,0,2
720575940616596822,,,,,,,,,,389,0,2
720575940416097938,,,,,,,,,,2,0,2
720575940579993121,,,,,,,,,,2,0,2
720575940580736468,,,,,,,,,,3,0,2
720575940616511654,,,,,,,,,,5,0,2
720575940416110226,,,,,,,,,,2,1,2
720575940596325030,,,,,,,,,,6,0,2
720575940616266068,,,,,,,,,,270,0,2
720575940616143925,,,,,,,,,,20,0,2
720575940596102310,,,,,,,,,,2,0,2
720575940536755505,,,,,,,,,,2,0,2
720575940596874392,,,,,,,,,,2,0,2
720575940579326714,,,,,,,,,,2,0,2
720575940597267945,,,,,,,,,,2,0,2
720575940597260521,,,,,,,,,,2,0,2
720575940617904462,,,,,,,,,,2,0,2
720575940410998301,,,,,,,,,,2,0,2
720575940539730130,,,,,,,,,,2,0,2
720575940617897294,,,,,,,,,,2,0,2
720575940617895502,,,,,,,,,,2,0,2
720575940597222121,,,,,,,,,,4,0,2
720575940597263593,,,,,,,,,,2,0,2
720575940466269592,,,,,,,,,,2,0,2
720575940597266409,,,,,,,,,,2,0,2
720575940466256308,,,,,,,,,,2,0,2
720575940466256280,,,,,,,,,,2,0,2
720575940539176640,,,,,,,,,,2,0,2
720575940617882446,,,,,,,,,,3,0,2
720575940469041545,,,,,,,,,,7,0,2
720575940617719118,,,,,,,,,,6,0,2
720575940597445426,,,,,,,,,,6,0,2
720575940579286266,,,,,,,,,,4,0,2
720575940597077307,,,,,,,,,,3,0,2
720575940413653904,,,,,,,,,,2,0,2
720575940413659024,,,,,,,,,,2,0,2
720575940538030195,,,,,,,,,,3,0,2
720575940617726542,,,,,,,,,,2,0,2
720575940617726030,,,,,,,,,,2,0,2
720575940469059209,,,,,,,,,,2,0,2
720575940469065865,,,,,,,,,,2,0,2
720575940597611069,,,,,,,,,,2,0,2
720575940617723982,,,,,,,,,,2,0,2
720575940617722702,,,,,,,,,,2,0,2
720575940579318010,,,,,,,,,,2,0,2
720575940596008340,,,,,,,,,,11,0,2
720575940580769748,,,,,,,,,,5,1,2
720575940600927608,,,,,,,,,,2,0,2
720575940595752181,,,,,,,,,,6,0,2
720575940581242115,,,,,,,,,,2,0,2
720575940581241091,,,,,,,,,,2,0,2
720575940595750133,,,,,,,,,,5,0,2
720575940454142396,,,,,,,,,,2,0,2
720575940454144700,,,,,,,,,,2,0,2
720575940600463536,,,,,,,,,,2,0,2
720575940615606878,,,,,,,,,,5,0,2
720575940596002964,,,,,,,,,,3,0,2
720575940595858108,,,,,,,,,,4,0,2
720575940581215721,,,,,,,,,,7,0,2
720575940454541936,,,,,,,,,,2,0,2
720575940600455600,,,,,,,,,,3,0,2
720575940615724638,,,,,,,,,,2,0,2
720575940581181161,,,,,,,,,,3,0,2
720575940615447764,,,,,,,,,,305,0,2
720575940454137532,,,,,,,,,,2,0,2
720575940518121514,,,,,,,,,,2,0,2
720575940600548377,,,,,,,,,,2,0,2
720575940419166744,,,,,,,,,,2,0,2
720575940430867439,,,,,,,,,,2,0,2
720575940517879594,,,,,,,,,,11,0,2
720575940581410166,,,,,,,,,,3,0,2
720575940420559343,,,,,,,,,,3,0,2
720575940581450485,,,,,,,,,,6,0,2
720575940516947844,,,,,,,,,,2,0,2
720575940595293859,,,,,,,,,,2,0,2
720575940454072634,,,,,,,,,,2,0,2
720575940614952415,,,,,,,,,,2721,0,2
720575940595159012,,,,,,,,,,5,0,2
720575940600858556,,,,,,,,,,4,0,2
720575940454059322,,,,,,,,,,2,0,2
720575940475390393,,,,,,,,,,2,0,2
720575940595860156,,,,,,,,,,2,0,2
720575940615754334,,,,,,,,,,3,0,2
720575940615812869,,,,,,,,,,2,0,2
720575940599568684,,,,,,,,,,4,0,2
720575940600293342,,,,,,,,,,8,0,2
720575940600300510,,,,,,,,,,4,0,2
720575940595990932,,,,,,,,,,2,0,2
720575940580838100,,,,,,,,,,2,0,2
720575940416970112,,,,,,,,,,3,0,2
720575940416973952,,,,,,,,,,2,0,2
720575940595987860,,,,,,,,,,6,0,2
720575940580853160,,,,,,,,,,2,0,2
720575940600424112,,,,,,,,,,5,0,2
720575940457911226,,,,,,,,,,5,0,2
720575940580873022,,,,,,,,,,2,0,2
720575940416995456,,,,,,,,,,2,0,2
720575940615813893,,,,,,,,,,2,0,2
720575940581050919,,,,,,,,,,2,0,2
720575940615766110,,,,,,,,,,4,0,2
720575940600431792,,,,,,,,,,5,0,2
720575940581055783,,,,,,,,,,2,0,2
720575940581056039,,,,,,,,,,3,0,2
720575940474877741,,,,,,,,,,3,0,2
720575940457892026,,,,,,,,,,4,0,2
720575940417023360,,,,,,,,,,4,0,2
720575940600436912,,,,,,,,,,2,0,2
720575940600437168,,,,,,,,,,4,0,2
720575940417026176,,,,,,,,,,2,0,2
720575940417031296,,,,,,,,,,2,0,2
720575940417032320,,,,,,,,,,2,0,2
720575940600444336,,,,,,,,,,3,1,2
