neuron_id,neuron_type,partner_id,connection_type
720575940630610042,DNp32,720575940612957802,upstream
720575940630610042,DNp32,720575940605622776,upstream
720575940630610042,DNp32,720575940625576962,upstream
720575940630610042,DNp32,720575940627686455,upstream
720575940630610042,DNp32,720575940615615929,upstream
720575940630610042,DNp32,720575940621181004,upstream
720575940630610042,DNp32,720575940621225313,upstream
720575940630610042,DNp32,720575940616502133,upstream
720575940630610042,DNp32,720575940609716298,upstream
720575940630610042,DNp32,720575940621276650,upstream
720575940630610042,DNp32,720575940621277790,upstream
720575940630610042,DNp32,720575940621343348,upstream
720575940630610042,DNp32,720575940625734525,upstream
720575940630610042,DNp32,720575940612711958,upstream
720575940630610042,DNp32,720575940597616567,upstream
720575940630610042,DNp32,720575940654878113,upstream
720575940630610042,DNp32,720575940641293301,upstream
720575940630610042,DNp32,720575940615923457,upstream
720575940630610042,DNp32,720575940626378824,upstream
720575940630610042,DNp32,720575940641278965,upstream
720575940630610042,DNp32,720575940638846013,upstream
720575940630610042,DNp32,720575940616580122,upstream
720575940630610042,DNp32,720575940627849994,upstream
720575940630610042,DNp32,720575940626685962,upstream
720575940630610042,DNp32,720575940660217729,upstream
720575940630610042,DNp32,720575940641006299,upstream
720575940630610042,DNp32,720575940627874832,upstream
720575940630610042,DNp32,720575940627936003,upstream
720575940630610042,DNp32,720575940619670465,upstream
720575940630610042,DNp32,720575940626768442,upstream
720575940630610042,DNp32,720575940640559165,upstream
720575940630610042,DNp32,720575940640541091,upstream
720575940630610042,DNp32,720575940633909344,upstream
720575940630610042,DNp32,720575940612554979,upstream
720575940630610042,DNp32,720575940645864739,upstream
720575940630610042,DNp32,720575940631034895,upstream
720575940630610042,DNp32,720575940631103744,upstream
720575940630610042,DNp32,720575940631098172,upstream
720575940630610042,DNp32,720575940618807454,upstream
720575940630610042,DNp32,720575940614082962,upstream
720575940630610042,DNp32,720575940635492276,upstream
720575940630610042,DNp32,720575940635508404,upstream
720575940630610042,DNp32,720575940614612374,upstream
720575940630610042,DNp32,720575940631056184,upstream
