neuron_id,neuron_type,partner_id,partner_type,connection_type
720575940619921488,SLP131,720575940613676328,unknown,upstream
720575940619921488,SLP131,720575940613524973,unknown,upstream
720575940619921488,SLP131,720575940613324059,unknown,upstream
720575940619921488,SLP131,720575940613277491,unknown,upstream
720575940619921488,SLP131,720575940613168090,unknown,upstream
720575940619921488,SLP131,720575940613076552,unknown,upstream
720575940619921488,SLP131,720575940613032520,unknown,upstream
720575940619921488,SLP131,720575940612965791,unknown,upstream
720575940619921488,SLP131,720575940612691016,unknown,upstream
720575940619921488,SLP131,720575940612635117,unknown,upstream
720575940619921488,SLP131,720575940612614721,unknown,upstream
720575940619921488,SLP131,720575940612613441,unknown,upstream
720575940619921488,SLP131,720575940615257823,unknown,upstream
720575940619921488,SLP131,720575940615446782,unknown,upstream
720575940619921488,SLP131,720575940625601936,unknown,upstream
720575940619921488,SLP131,720575940615448642,unknown,upstream
720575940619921488,SLP131,720575940616915510,unknown,upstream
720575940619921488,SLP131,720575940616865025,unknown,upstream
720575940619921488,SLP131,720575940616800780,unknown,upstream
720575940619921488,SLP131,720575940616751201,unknown,upstream
720575940619921488,SLP131,720575940616736704,unknown,upstream
720575940619921488,SLP131,720575940616730209,unknown,upstream
720575940619921488,SLP131,720575940616673366,unknown,upstream
720575940619921488,SLP131,720575940616592523,unknown,upstream
720575940619921488,SLP131,720575940616535393,unknown,upstream
720575940619921488,SLP131,720575940616457670,unknown,upstream
720575940619921488,SLP131,720575940616156257,unknown,upstream
720575940619921488,SLP131,720575940616081077,unknown,upstream
720575940619921488,SLP131,720575940615979532,unknown,upstream
720575940619921488,SLP131,720575940615899829,unknown,upstream
720575940619921488,SLP131,720575940615779306,unknown,upstream
720575940619921488,SLP131,720575940615754966,unknown,upstream
720575940619921488,SLP131,720575940615626018,unknown,upstream
720575940619921488,SLP131,720575940615622906,unknown,upstream
720575940619921488,SLP131,720575940615495611,unknown,upstream
720575940619921488,SLP131,720575940612568803,unknown,upstream
720575940619921488,SLP131,720575940612535533,unknown,upstream
720575940619921488,SLP131,720575940612512146,unknown,upstream
720575940619921488,SLP131,720575940612258496,unknown,upstream
720575940619921488,SLP131,720575940609264452,unknown,upstream
720575940619921488,SLP131,720575940609220450,unknown,upstream
720575940619921488,SLP131,720575940609083086,unknown,upstream
720575940619921488,SLP131,720575940608800402,unknown,upstream
720575940619921488,SLP131,720575940608763748,unknown,upstream
720575940619921488,SLP131,720575940608526089,unknown,upstream
720575940619921488,SLP131,720575940608250002,unknown,upstream
720575940619921488,SLP131,720575940608192009,unknown,upstream
720575940619921488,SLP131,720575940607640847,unknown,upstream
720575940619921488,SLP131,720575940607484592,unknown,upstream
720575940619921488,SLP131,720575940607435600,unknown,upstream
720575940619921488,SLP131,720575940607425604,unknown,upstream
720575940619921488,SLP131,720575940607400280,unknown,upstream
720575940619921488,SLP131,720575940607040881,unknown,upstream
720575940619921488,SLP131,720575940607000450,unknown,upstream
720575940619921488,SLP131,720575940606695290,unknown,upstream
720575940619921488,SLP131,720575940606298754,unknown,upstream
720575940619921488,SLP131,720575940606199907,unknown,upstream
720575940619921488,SLP131,720575940606130860,unknown,upstream
720575940619921488,SLP131,720575940609320004,unknown,upstream
720575940619921488,SLP131,720575940609381112,unknown,upstream
720575940619921488,SLP131,720575940609405934,unknown,upstream
720575940619921488,SLP131,720575940611359982,unknown,upstream
720575940619921488,SLP131,720575940612221157,unknown,upstream
720575940619921488,SLP131,720575940612170981,unknown,upstream
720575940619921488,SLP131,720575940611924394,unknown,upstream
720575940619921488,SLP131,720575940611890289,unknown,upstream
720575940619921488,SLP131,720575940611873006,unknown,upstream
720575940619921488,SLP131,720575940611682533,unknown,upstream
