root_id,partner_neuron_id,synapse_count,partner_cell_type,partner_brain_side,connection_type
720575940613891442,720575940627537753,5,unknown,left,downstream
720575940613891442,720575940620020315,5,"PVLP004,PVLP005",left,downstream
720575940613891442,720575940626138701,5,unknown,left,downstream
720575940613891442,720575940643829704,5,LAL008,left,downstream
720575940613891442,720575940634356587,5,"LT82a,LT82b",right,downstream
720575940613891442,720575940631383400,5,PLP029,left,downstream
720575940613891442,720575940633992346,4,unknown,left,downstream
720575940613891442,720575940616691156,4,CL055,right,downstream
720575940613891442,720575940652785057,4,LC9,left,downstream
720575940613891442,720575940620842111,4,PS013,left,downstream
720575940613891442,720575940634100335,4,"VES051,VES052",right,downstream
720575940613891442,720575940624710653,4,unknown,right,downstream
720575940613891442,720575940623436725,4,5812979054,right,downstream
720575940613891442,720575940623997879,4,VES022,left,downstream
720575940613891442,720575940633901395,4,unknown,right,downstream
720575940613891442,720575940638677411,4,LAL122,right,downstream
720575940613891442,720575940630288231,4,1313513195,left,downstream
720575940613891442,720575940617750070,4,PS297,left,downstream
720575940613891442,720575940633705636,4,SMP544,right,downstream
720575940613891442,720575940639031642,4,unknown,right,downstream
720575940613891442,720575940633685459,4,unknown,left,downstream
720575940613891442,720575940628064016,4,unknown,right,downstream
720575940613891442,720575940630539535,4,LAL182,left,downstream
720575940613891442,720575940606870562,4,unknown,unknown,downstream
720575940613891442,720575940626451081,4,LC9,right,downstream
720575940613891442,720575940621902301,4,PS002,left,downstream
720575940613891442,720575940634260636,4,LAL119,right,downstream
720575940613891442,720575940603012832,4,LAL059,right,downstream
720575940613891442,720575940621819630,4,PLP060,left,downstream
720575940613891442,720575940624945333,4,PVLP030,left,downstream
720575940613891442,720575940620943969,4,AVLP370,right,downstream
720575940613891442,720575940637587813,4,unknown,right,downstream
720575940613891442,720575940620988276,4,PS010,right,downstream
720575940613891442,720575940616821597,4,WED024,right,downstream
720575940613891442,720575940606564482,4,PS018,right,downstream
720575940613891442,720575940616837972,4,unknown,left,downstream
720575940613891442,720575940623004933,4,unknown,right,downstream
720575940613891442,720575940619601392,4,LC9,right,downstream
720575940613891442,720575940634645867,4,PS233,left,downstream
720575940613891442,720575940623868391,4,AVLP462,left,downstream
720575940613891442,720575940615305634,4,unknown,left,downstream
720575940613891442,720575940650526337,4,unknown,unknown,downstream
720575940613891442,720575940628891396,4,unknown,left,downstream
720575940613891442,720575940629064186,4,LAL106,right,downstream
720575940613891442,720575940631938371,4,SMP370,left,downstream
720575940613891442,720575940628112231,4,unknown,right,downstream
720575940613891442,720575940632221209,4,LAL043,right,downstream
720575940613891442,720575940616204059,4,LC9,right,downstream
720575940613891442,720575940614093458,4,LAL019,right,downstream
720575940613891442,720575940620460272,4,1282507669,right,downstream
720575940613891442,720575940619559815,4,IB092,right,downstream
720575940613891442,720575940642337696,4,PS099,right,downstream
720575940613891442,720575940618013253,4,1282507669,left,downstream
720575940613891442,720575940617374242,4,LAL121,right,downstream
720575940613891442,720575940623862989,4,unknown,right,downstream
720575940613891442,720575940611197658,4,PS214,right,downstream
720575940613891442,720575940611207922,4,VES018,left,downstream
720575940613891442,720575940617818708,4,LAL040,right,downstream
720575940613891442,720575940614177548,4,unknown,left,downstream
720575940613891442,720575940648742777,4,"FB4A,FB4D,FB4E,FB4F,FB4G,FB4H,FB4I,FB4J",left,downstream
720575940613891442,720575940617917396,4,5813024933,left,downstream
720575940613891442,720575940644615716,4,MBON31,left,downstream
720575940613891442,720575940622449481,4,unknown,left,downstream
720575940613891442,720575940640802675,4,VES022,right,downstream
720575940613891442,720575940622446341,4,LAL022,right,downstream
720575940613891442,720575940623409927,4,IB023,left,downstream
720575940613891442,720575940604418988,4,M_spPN5t10,right,downstream
720575940613891442,720575940633316563,4,unknown,left,downstream
720575940613891442,720575940615336754,4,unknown,right,downstream
720575940613891442,720575940628071939,4,CL055,left,downstream
720575940613891442,720575940607480329,4,LAL145,right,downstream
720575940613891442,720575940622389640,4,LAL196,left,downstream
720575940613891442,720575940637354047,4,"FB4A,FB4D,FB4E,FB4F,FB4G,FB4H,FB4I,FB4J",left,downstream
720575940613891442,720575940617797259,4,unknown,right,downstream
720575940613891442,720575940609824369,4,PS053,left,downstream
720575940613891442,720575940604737708,4,DNa02,right,downstream
720575940613891442,720575940631072783,4,1786232749,right,downstream
720575940613891442,720575940610472914,4,PVLP012,left,downstream
720575940613891442,720575940631043139,4,LAL139,right,downstream
720575940613891442,720575940619866740,4,unknown,right,downstream
720575940613891442,720575940643940900,4,WED152,right,downstream
720575940613891442,720575940619861345,4,"LAL103,LAL109",right,downstream
720575940613891442,720575940628453199,4,IB076,left,downstream
720575940613891442,720575940627894633,4,LAL019,left,downstream
720575940613891442,720575940619820368,4,LAL185,left,downstream
720575940613891442,720575940630822175,4,PFR,right,downstream
720575940613891442,720575940630040438,4,LAL126,right,downstream
720575940613891442,720575940619434432,4,LC9,right,downstream
720575940613891442,720575940608972612,4,PLP148,right,downstream
720575940613891442,720575940630720763,4,unknown,right,downstream
720575940613891442,720575940619170462,4,unknown,left,downstream
720575940613891442,720575940631097462,4,LAL023,left,downstream
720575940613891442,720575940630025528,4,PFR,right,downstream
720575940613891442,720575940644775534,4,"PVLP004,PVLP005",right,downstream
720575940613891442,720575940629351161,4,LAL043,right,downstream
720575940613891442,720575940630085583,4,DNa03,right,downstream
720575940613891442,720575940628634536,4,unknown,right,downstream
720575940613891442,720575940620001694,4,IB048,right,downstream
720575940613891442,720575940628659650,4,LAL127,left,downstream
720575940613891442,720575940618881995,4,WED011,right,downstream
720575940613891442,720575940618167579,4,DNa01,left,downstream
720575940613891442,720575940627435283,4,unknown,right,downstream
720575940613891442,720575940619160861,4,unknown,left,downstream
720575940613891442,720575940629240023,4,LAL196,right,downstream
720575940613891442,720575940631623417,4,LAL141,left,downstream
720575940613891442,720575940643563169,4,unknown,unknown,downstream
720575940613891442,720575940612804209,4,LAL085,left,downstream
720575940613891442,720575940619681006,4,PS059,right,downstream
720575940613891442,720575940631417548,4,ATL044,left,downstream
720575940613891442,720575940625622968,4,PS002,right,downstream
720575940613891442,720575940621340710,4,unknown,right,downstream
720575940613891442,720575940626130825,4,"LAL096,LAL097",right,downstream
720575940613891442,720575940614856607,4,PS127,right,downstream
720575940613891442,720575940625050256,4,PS018,left,downstream
720575940613891442,720575940625054906,4,LAL126,right,downstream
720575940613891442,720575940593923894,4,unknown,unknown,downstream
720575940613891442,720575940611596517,4,AVLP462,left,downstream
720575940613891442,720575940630658578,4,PS232,right,downstream
720575940613891442,720575940630665580,4,734814622,right,downstream
720575940613891442,720575940637079407,4,CRE074,right,downstream
720575940613891442,720575940637071849,4,"LAL103,LAL109",left,downstream
720575940613891442,720575940617226141,4,"LAL074,LAL084",right,downstream
720575940613891442,720575940635294309,4,LC9,left,downstream
720575940613891442,720575940621312773,4,LAL159,left,downstream
720575940613891442,720575940627946512,4,1760327095,right,downstream
720575940613891442,720575940629957943,4,AOTU042,right,downstream
720575940613891442,720575940635355804,4,unknown,left,downstream
720575940613891442,720575940583289167,4,unknown,unknown,downstream
720575940613891442,720575940625349961,4,unknown,left,downstream
